organisationunitid,uid,mflcode,facility,level,ward_uid,ward,subcounty_uid,subcounty,county_uid,county
44501,HVWJP5yHuJc,20165,Pamar Medical Clinic,5,GCgCUcOL0Mz,Huruma Ward,KuprsuBe1l0,Turbo Sub County,pZqQRRW7PHP,Uasin Gishu County
7713825,S5a1BOlmF6K,12779,Nzanzeni Dispensary (Mwingi North),5,RJxeNbjGm71,Tseikuru Ward,KXM9VnhuLfP,Mwingi North Sub County,j8o6iO4Njsi,Kitui County
86366096,OTcMKYJGHQa,27671,Rhobka Runda Medical Clinic,5,OqnujBG8mvl,Witeithie Ward,aiqi2bz0IMI,Juja Sub County,qKzosKQPl6G,Kiambu County
86783550,ESmbn3uAZn4,26763,St. Ann Kagaene Dispensary,5,TEMzqnMqi9A,Nkomo Ward,Q4xAPhWUnYC,Tigania West Sub County,Y52XNJ50hYb,Meru County
50538,t75KnRpIucJ,12777,Sultan Hamud Sub County Hospital,5,GzIJxIa88Fg,Kasikeu Ward,XAy1bjurhLU,Kilome Sub County,BoDytkJQ4Qi,Makueni County
6502143,DgnPJRpJkXR,23804,Tuale Dispensary Isiolo,5,ZJgywSuefy6,Oldo/Nyiro Ward,I2LYLqKU6AW,Isiolo Sub County,bzOfj0iwfDH,Isiolo County
86200078,Zs3WSDj1Fxv,27636,St James Medical Service Huruma,5,PL9Y6PrB2oV,Menengai West Ward,OK0hW8DFHq3,Rongai Sub County,ob6SxuRcqU4,Nakuru County
24155,xzA7RXgvfit,11611,Mikanjuni Family Medical Clinic,5,T0eflkFOYOF,Jomvu Kuu Ward,vSISrsNNHwq,Jomvu Sub County,wsBsC6gjHvn,Mombasa County
51054,lrMdzLgt54x,12350,Kithatu Medical Clinic,5,nDZvyhVwri1,Abogeta East Ward,AFIlzKNxXST,Imenti South Sub County,Y52XNJ50hYb,Meru County
51055,mNN9ahK5NSF,12380,Kmc Clinic Mwichune,5,nDZvyhVwri1,Abogeta East Ward,AFIlzKNxXST,Imenti South Sub County,Y52XNJ50hYb,Meru County
51058,BoEntfV8p0o,17129,Mitunguu Catholic Dispensary,5,tIVOumb0Lh1,Mitunguu Ward,AFIlzKNxXST,Imenti South Sub County,Y52XNJ50hYb,Meru County
51061,V6gMIsSRXeo,12535,Mitunguu Medical Services,5,tIVOumb0Lh1,Mitunguu Ward,AFIlzKNxXST,Imenti South Sub County,Y52XNJ50hYb,Meru County
51063,l8l42jxeXAL,12615,Muutiokiama Health Centre,5,nDZvyhVwri1,Abogeta East Ward,AFIlzKNxXST,Imenti South Sub County,Y52XNJ50hYb,Meru County
51064,ncUbBz02BRI,16229,Mweru Dispensary,5,AzpgHxbLVoh,Igoji East Ward,AFIlzKNxXST,Imenti South Sub County,Y52XNJ50hYb,Meru County
51065,VDr1OojYAjX,12666,Nkubu Dispensary,5,SQ70Q8iG3l0,Nkuene Ward,AFIlzKNxXST,Imenti South Sub County,Y52XNJ50hYb,Meru County
51067,G5aJTSItU7v,16231,Nkunjumu Dispensary,5,ST78NM0nd2J,Igoji West Ward,AFIlzKNxXST,Imenti South Sub County,Y52XNJ50hYb,Meru County
51069,QcD0iwxvVe3,12671,Ntemwene Medical Clinic,5,SQ70Q8iG3l0,Nkuene Ward,AFIlzKNxXST,Imenti South Sub County,Y52XNJ50hYb,Meru County
51070,XBCAeNRTpCm,12669,Ntharene Medical Clinic,5,nDZvyhVwri1,Abogeta East Ward,AFIlzKNxXST,Imenti South Sub County,Y52XNJ50hYb,Meru County
51071,PJESmU1NFjO,12743,St Ann Hospital,5,AzpgHxbLVoh,Igoji East Ward,AFIlzKNxXST,Imenti South Sub County,Y52XNJ50hYb,Meru County
51072,nl1CVcGEwK8,12830,Uruku GK Dispensary,5,SQ70Q8iG3l0,Nkuene Ward,AFIlzKNxXST,Imenti South Sub County,Y52XNJ50hYb,Meru County
51066,KADtxXSikag,12667,Jekim Medical Centre,5,SQ70Q8iG3l0,Nkuene Ward,AFIlzKNxXST,Imenti South Sub County,Y52XNJ50hYb,Meru County
2610707,WLKpy6C4uw1,20140,AAR mountain mall,5,RRAEO9Ltfec,Roysambu Ward,j7GpbairCOi,Roysambu Sub County,jkG3zaihdSs,Nairobi County
49702,DINYe6MYMym,13072,Mary Immaculate Sisters Dispensary,5,Ao5e4mVaq7w,Maringo/Hamza Ward,wwROy3Qkwin,Makadara Sub County,jkG3zaihdSs,Nairobi County
51074,ybm1lM4NNyi,12835,Uzima Medical Clinic (Imenti South),5,ST78NM0nd2J,Igoji West Ward,AFIlzKNxXST,Imenti South Sub County,Y52XNJ50hYb,Meru County
51075,mxIHUIL3bTn,12858,Yururu Medical Clinic,5,nDZvyhVwri1,Abogeta East Ward,AFIlzKNxXST,Imenti South Sub County,Y52XNJ50hYb,Meru County
51079,tZXNm0Rsz9p,11928,Amugaa Health Centre,5,ELYCgxhiudW,Thangatha Ward,NIVPdmQjQKg,Tigania Central Sub County,Y52XNJ50hYb,Meru County
51080,KN2rGrHVSJM,11967,Charuru Dispensary,5,Zxy2exUTX7R,Muthara Ward,U3lGZ71W9Te,Tigania East Sub County,Y52XNJ50hYb,Meru County
51081,am3tU3bLhO8,12195,Karama Health Centre,5,HuKVPCdKkZ0,Karama Ward,U3lGZ71W9Te,Tigania East Sub County,Y52XNJ50hYb,Meru County
51319,KAr8IJxZVtv,16235,Kiguchwa Dispensary,5,EzxiXXOQex6,Kinguchwa Ward,NIVPdmQjQKg,Tigania Central Sub County,Y52XNJ50hYb,Meru County
32295,gYDBnsFssH6,13976,Olasi Dispensary (Nyando),5,ONutw6s6W4y,East Kano/Wawidhi Ward,iRK9uABUTVZ,Nyando Sub County,tAbBVBbueqD,Kisumu County
32296,ieD6w3xqG0G,14021,Rachar Sugar Belt Hospital,5,cyChGO6tdNS,Muhoroni Koru Ward,NmbwkQ5r5cB,Muhoroni Sub County,tAbBVBbueqD,Kisumu County
32297,AqD7UCCUGCh,14024,Rae Dispensary,5,G2B9ridstXR,North Nyakach Ward,kBQIjtWUBqj,Nyakach Sub County,tAbBVBbueqD,Kisumu County
32299,eH1iSu1tL6t,14086,Sigoti Health Centre,5,TAZBFBDq6KC,South East Nyakach Ward,kBQIjtWUBqj,Nyakach Sub County,tAbBVBbueqD,Kisumu County
35269,WsbfhNCy5K3,17282,Chororget Dispensary,5,elLT94gpbch,Kaptarakwa Ward,SOEG546PqbA,Keiyo South Sub County,MqnLxQBigG0,Elgeyo Marakwet County
44363,vmQiwanlGCe,15186,Milima Tatu Dispensary,5,PfM59R0hE2L,Kaeris Ward,mWpq607yRXh,Turkana North Sub County,kphDeKClFch,Turkana County
24160,uzHQrtISRGK,11616,Miranga Medical Clinic,5,bmyrNLOPAAW,Airport Ward,OvI6w06DhPJ,Changamwe Sub County,wsBsC6gjHvn,Mombasa County
51320,AOUfiTMGCKi,12315,Kimachia Dispensary,5,TEMzqnMqi9A,Nkomo Ward,Q4xAPhWUnYC,Tigania West Sub County,Y52XNJ50hYb,Meru County
23792,qavGVyGtzJd,11618,Mirihini Dispensary,5,f51CfBzKknF,Ganze Ward,x7qUMtZZvo9,Ganze Sub County,nrI2khZx3d0,Kilifi County
24161,WF04P1pRp2f,11620,Miritini CDF Health Centre,5,KgGyWS1YxMx,Miritini Ward,vSISrsNNHwq,Jomvu Sub County,wsBsC6gjHvn,Mombasa County
32318,KpXqE32Rm1d,13713,Kombe Dispensary,5,zTD1Z6ldaEx,Masaba Ward,jtBjNpL9FXS,Kuria West Sub County,fVra3Pwta0Q,Migori County
34604,Nanl9SI3YA4,224711,Ubuntu Manyatta Clinic,5,ExTmlWkEQL9,Geta Ward,KlVgeHmvG6n,Kipipiri Sub County,mYZacFNIB3h,Nyandarua County
45075,G0L8adAzLdm,16083,Nyarotis Clinic,5,A7zboeNsKAz,Sango Ward,wMv0s3U2nnG,Likuyani Sub County,BjC1xL40gHo,Kakamega County
35498,HVrpia1djh0,16426,Pelewa Dispensary,5,oqGH96tt2v4,Dalalekutuk Ward,SZapM1R0Kti,Kajiado Central Sub County,Hsk1YV8kHkT,Kajiado County
68325601,xAugRS4KOCB,,Safaricom JCC Aga Khan,5,TcWlRA6LpLB,Syokimau/Mulolongo Ward,BxfsSc6Svrc,Athi River Sub County,yhCUgGcCcOo,Machakos County
71959340,AaJSjh8l4DS,23467,SAPTA Trust(Githurai),5,FNDsOKdbWTO,Githurai Ward,j7GpbairCOi,Roysambu Sub County,jkG3zaihdSs,Nairobi County
405076,QFrnXYwMi3O,18952,Siana Community Hospital,5,yS9HZLzM3Ah,Ildamat Ward,SZapM1R0Kti,Kajiado Central Sub County,Hsk1YV8kHkT,Kajiado County
50730,LhcuEnp84kS,12231,Kanthiari Dispensary,5,ozZP0r92ysp,Kiegoi/Antubochiu Ward,wtuGWT7KjVm,Igembe South Sub County,Y52XNJ50hYb,Meru County
51321,ygyhi8Pe7r3,12336,Kirindine Medical Clinic and Maternity,5,TEMzqnMqi9A,Nkomo Ward,Q4xAPhWUnYC,Tigania West Sub County,Y52XNJ50hYb,Meru County
24461,NNm9zkNVgFW,11621,Mishomoroni Dispensary,5,dUh1anGaJK6,Magogoni Ward,C1hO6wNOgrH,Kisauni Sub County,wsBsC6gjHvn,Mombasa County
32070,DJbGPQhE93o,13812,Miriu Health Centre,5,RcF7TZ3ciq5,Wang'chieng Ward,fmsyW02tPng,Rachuonyo North  Sub County,nK0A12Q7MvS,Homa Bay County
51322,OCir4GF9obS,12354,Kitheo Dispensary,5,bYsajNCrCgY,Akithii Ward,Q4xAPhWUnYC,Tigania West Sub County,Y52XNJ50hYb,Meru County
51323,SdFx8cdCB6P,12390,Kunati Health Centre,5,ELYCgxhiudW,Thangatha Ward,NIVPdmQjQKg,Tigania Central Sub County,Y52XNJ50hYb,Meru County
51324,VFz5dSLBYWL,12391,Kunene Health Centre,5,TEMzqnMqi9A,Nkomo Ward,Q4xAPhWUnYC,Tigania West Sub County,Y52XNJ50hYb,Meru County
68369032,irSZRFDiMu1,24242,The Dawameds Hospital Limited,5,ysCS3ZD38VF,Township Ward,CUjthlounWV,Kanduyi Sub County,KGHhQ5GLd4k,Bungoma County
51325,YYIW2AOXyhe,12423,Lailuba Health Centre,5,Zxy2exUTX7R,Muthara Ward,U3lGZ71W9Te,Tigania East Sub County,Y52XNJ50hYb,Meru County
51327,SiM1yeeCfGd,12429,Limoro Dispensary,5,UE0iLMx0uAU,Athwana Ward,Q4xAPhWUnYC,Tigania West Sub County,Y52XNJ50hYb,Meru County
51328,Px3lKZwqsHh,12447,Mailiari Dispensary,5,rjPvpKtHTus,Kianjai Ward,Q4xAPhWUnYC,Tigania West Sub County,Y52XNJ50hYb,Meru County
51329,QGDYhPfwBWt,12500,Mbeu Sub-District Hospital,5,diFMjWsMQda,Mbeu Ward,Q4xAPhWUnYC,Tigania West Sub County,Y52XNJ50hYb,Meru County
51330,pP9chFqKMHb,16234,Miathene District Hospital,5,rjPvpKtHTus,Kianjai Ward,Q4xAPhWUnYC,Tigania West Sub County,Y52XNJ50hYb,Meru County
51332,rZ0TTYsqvX4,12524,Mikinduri Health Centre,5,c0I654P6EkR,Mikinduri Ward,NIVPdmQjQKg,Tigania Central Sub County,Y52XNJ50hYb,Meru County
51333,jobx0qAOpoC,12525,Mikinduri Sub-District Hospial,5,c0I654P6EkR,Mikinduri Ward,NIVPdmQjQKg,Tigania Central Sub County,Y52XNJ50hYb,Meru County
51334,a4SCO3W1EXR,16236,Meru University Health Centre,5,TEMzqnMqi9A,Nkomo Ward,Q4xAPhWUnYC,Tigania West Sub County,Y52XNJ50hYb,Meru County
51335,Q7lvZqAW3Kn,12536,Mituntu Health Centre,5,rjPvpKtHTus,Kianjai Ward,Q4xAPhWUnYC,Tigania West Sub County,Y52XNJ50hYb,Meru County
51340,ELHafKamFIR,12591,Muthara Sub-District Hospital,5,Zxy2exUTX7R,Muthara Ward,U3lGZ71W9Te,Tigania East Sub County,Y52XNJ50hYb,Meru County
51341,NXGzLjdgyVi,12598,Mutionjuri Health Centre,5,rjPvpKtHTus,Kianjai Ward,Q4xAPhWUnYC,Tigania West Sub County,Y52XNJ50hYb,Meru County
51345,SBarmBKPJT4,12748,St Francis Health Centre,5,TEMzqnMqi9A,Nkomo Ward,Q4xAPhWUnYC,Tigania West Sub County,Y52XNJ50hYb,Meru County
51346,sFRSyKkdRWy,12799,St John of God Hospital Tigania,5,Zxy2exUTX7R,Muthara Ward,U3lGZ71W9Te,Tigania East Sub County,Y52XNJ50hYb,Meru County
51347,IVVvBhul17d,12829,Uringu Health Centre,5,TEMzqnMqi9A,Nkomo Ward,Q4xAPhWUnYC,Tigania West Sub County,Y52XNJ50hYb,Meru County
51348,wZUrNTrCEWz,11942,Baragu Health Centre,5,yQ9Js5EZ61q,Chogoria Ward,wQ8XjZ7zVwL,Mwimbi Sub County,T4urHM47nlm,Tharaka Nithi County
51351,RH8vF3k8STY,12079,Ikumbo Dispensary,5,AIL7D1wnOIl,Ganga Ward,wQ8XjZ7zVwL,Mwimbi Sub County,T4urHM47nlm,Tharaka Nithi County
51354,sCuA2Pv1mxV,12148,Kalewa Dispensary,5,yQ9Js5EZ61q,Chogoria Ward,wQ8XjZ7zVwL,Mwimbi Sub County,T4urHM47nlm,Tharaka Nithi County
51355,NSX8YE44iLl,16462,Kariakomo Dispensary,5,AIL7D1wnOIl,Ganga Ward,wQ8XjZ7zVwL,Mwimbi Sub County,T4urHM47nlm,Tharaka Nithi County
51357,lIb3B26lHD1,12270,Kiairugu Dispensary,5,VOpqnQgC8om,Mwimbi Ward,wQ8XjZ7zVwL,Mwimbi Sub County,T4urHM47nlm,Tharaka Nithi County
51358,ijkWLvIGDoy,12272,Kiamuchairu Health Centre,5,yQ9Js5EZ61q,Chogoria Ward,wQ8XjZ7zVwL,Mwimbi Sub County,T4urHM47nlm,Tharaka Nithi County
51356,hX7sIaT7fJS,12201,Karimba Dispensary,5,iRQ3mxm14gi,Mitheru Ward,gLD3Q9fHpvy,Muthambi Sub County,T4urHM47nlm,Tharaka Nithi County
51350,H6GuF8E08rO,12037,Gianchuku Dispensary,5,yQ9Js5EZ61q,Chogoria Ward,wQ8XjZ7zVwL,Mwimbi Sub County,T4urHM47nlm,Tharaka Nithi County
51349,XgnBT8Pug4r,11970,PCEA Chogoria Hospital,5,yQ9Js5EZ61q,Chogoria Ward,wQ8XjZ7zVwL,Mwimbi Sub County,T4urHM47nlm,Tharaka Nithi County
51326,kRCFlWortGF,12428,Limauru Dispensary,5,TEMzqnMqi9A,Nkomo Ward,Q4xAPhWUnYC,Tigania West Sub County,Y52XNJ50hYb,Meru County
22714,XsRFIn0FhzA,15834,Busia County Referral Hospital,5,Yk6G4ret1OC,Burumba Ward,tvkI2HSIRW9,Matayos Sub County,Tvf1zgVZ0K4,Busia County
51385,TT3kyK0Iam5,12444,Magundu Dispensary,5,iRQ3mxm14gi,Mitheru Ward,gLD3Q9fHpvy,Muthambi Sub County,T4urHM47nlm,Tharaka Nithi County
32265,PeEVPAKDbaC,13522,Chemelil Sugar Health Centre,5,WzjCQ2bnOk7,Chemelil Ward,NmbwkQ5r5cB,Muhoroni Sub County,tAbBVBbueqD,Kisumu County
32268,E8uyiuF3BqN,13652,Kandege Dispensary,5,cyChGO6tdNS,Muhoroni Koru Ward,NmbwkQ5r5cB,Muhoroni Sub County,tAbBVBbueqD,Kisumu County
32340,LFBf0WwBzaX,14149,Tisinye Health Centre,5,Y9n3cjtnU4R,Gokeharaka/Getambwega Ward,THm2tCJa2ZQ,Kuria East Sub County,fVra3Pwta0Q,Migori County
45445,tkWVWdSzZCJ,12506,Mbonzuki Dispensary,5,cWJOQn1YUfg,Mwea Ward,rBKASpHJblX,Mwea Sub County,PFu8alU2KWG,Embu County
45449,rqepZRfHCug,12712,Riakanau Dispensary,5,cWJOQn1YUfg,Mwea Ward,rBKASpHJblX,Mwea Sub County,PFu8alU2KWG,Embu County
51359,GaO6Sb8DwmG,12295,Kieni Model Health Centre (Maara),5,VOpqnQgC8om,Mwimbi Ward,wQ8XjZ7zVwL,Mwimbi Sub County,T4urHM47nlm,Tharaka Nithi County
51382,RCKhWGu0cT2,12331,Kiriani Dispensary,5,yQ9Js5EZ61q,Chogoria Ward,wQ8XjZ7zVwL,Mwimbi Sub County,T4urHM47nlm,Tharaka Nithi County
51384,nqq2iD62e4b,12339,Kirumi Dispensary,5,AIL7D1wnOIl,Ganga Ward,wQ8XjZ7zVwL,Mwimbi Sub County,T4urHM47nlm,Tharaka Nithi County
23887,rmc0r2tMXfk,11625,Mizijini Dispensary,5,Icchyn9Ob1j,Marafa Ward,KMWrMZrlO5u,Magarini Sub County,nrI2khZx3d0,Kilifi County
23971,THNDq8DTAhT,11629,Mkongani Health Centre,5,rzPzDuVVuqw,Mkongani Ward,wUNEDOnx9uB,Matuga Sub County,N7YETT3A9r1,Kwale County
32368,q3Hiw70svzH,13804,Midoti Dispensary,5,QAxizS8H0d7,Suna Central Ward,nHEr5EciFh0,Suna East Sub County,fVra3Pwta0Q,Migori County
32371,hjUgj2caT3x,16272,Mugabo Dispensary,5,nQxxjPy6J5A,Muhuru Ward,D2lsuEzZAJP,Nyatike Sub County,fVra3Pwta0Q,Migori County
51388,sijQjq4rhfT,12528,Minugu Dispensary,5,iRQ3mxm14gi,Mitheru Ward,gLD3Q9fHpvy,Muthambi Sub County,T4urHM47nlm,Tharaka Nithi County
51387,KSAZU4gswwQ,16645,Makengi Dispensary (Maara),5,VOpqnQgC8om,Mwimbi Ward,wQ8XjZ7zVwL,Mwimbi Sub County,T4urHM47nlm,Tharaka Nithi County
51394,EFWuy00kRUY,12597,Mutindwa Dispensary,5,yQ9Js5EZ61q,Chogoria Ward,wQ8XjZ7zVwL,Mwimbi Sub County,T4urHM47nlm,Tharaka Nithi County
51396,bpy7AO83XzX,12649,Ngeru Dispensary,5,AIL7D1wnOIl,Ganga Ward,wQ8XjZ7zVwL,Mwimbi Sub County,T4urHM47nlm,Tharaka Nithi County
51400,yLUrPn8o7pL,11919,Afya Bora Clinic (Meru South),5,UQd8QPTpVD0,Karingani Ward,JmE1qRVQD4F,Chuka Sub County,T4urHM47nlm,Tharaka Nithi County
51401,kkuPJWiKqMk,11938,Azimio Medical Clinic (Meru South),5,mr7zhcDiR5h,Mugwe Ward,JmE1qRVQD4F,Chuka Sub County,T4urHM47nlm,Tharaka Nithi County
51393,iLfGXM4vg6l,12589,Muthambi Health Centre,5,BkpZUfBGM9x,Muthambi Ward,gLD3Q9fHpvy,Muthambi Sub County,T4urHM47nlm,Tharaka Nithi County
51392,W0NZ6aKcO4K,12588,Muthambi Dispensary,5,BkpZUfBGM9x,Muthambi Ward,gLD3Q9fHpvy,Muthambi Sub County,T4urHM47nlm,Tharaka Nithi County
51390,cTrG5XdrvPx,12570,Mumbuni Dispensary (Maara),5,BkpZUfBGM9x,Muthambi Ward,gLD3Q9fHpvy,Muthambi Sub County,T4urHM47nlm,Tharaka Nithi County
51402,o7RDct83lZq,11968,Cheera Health Center,5,mr7zhcDiR5h,Mugwe Ward,JmE1qRVQD4F,Chuka Sub County,T4urHM47nlm,Tharaka Nithi County
51405,oS5U9Ua5XPi,12069,Igamatundu Dispensary,5,SYuNHyY118o,Igambang'ombe Ward,yXwsnpFBIPW,Igambangombe Sub County,T4urHM47nlm,Tharaka Nithi County
32519,yonouRgu7l7,13497,Bar Aluru Dispensary (Rarieda),5,kazFsB6YZ6J,West Asembo Ward,XcRpb1xsM64,Rarieda Sub County,u4t9H8XyU9P,Siaya County
32542,kZP86ulsOJr,13493,Bama Hospital,5,bcaDvBIDj6b,Siaya Township Ward,Cu46otDi1RO,Alego Usonga Sub County,u4t9H8XyU9P,Siaya County
32653,cW5YDD9s3fq,14171,Waware Health Centre,5,OjYMSbDEKRc,Rusinga Island Ward,mCGytMcMf6y,Suba North Sub County,nK0A12Q7MvS,Homa Bay County
32501,DQ9uKSobLf0,13818,Mochenwa Health Centre,5,sHxQtj2KMIR,Gesima Ward,Qn5Fff2lIDz,Masaba North Sub County,uepLTG8wGWJ,Nyamira County
51409,B83KA3i0RGa,12131,Kajiampau Dispensary,5,SYuNHyY118o,Igambang'ombe Ward,yXwsnpFBIPW,Igambangombe Sub County,T4urHM47nlm,Tharaka Nithi County
51403,ULobKkMnBuO,11972,Chuka Cottage Hospital,5,UQd8QPTpVD0,Karingani Ward,JmE1qRVQD4F,Chuka Sub County,T4urHM47nlm,Tharaka Nithi County
32687,RcrmlT9WtQU,10154,Vineyard Hospital,5,UPplEbma7DN,Hospital Ward,YZAZ1a9MIvX,Thika Town Sub County,qKzosKQPl6G,Kiambu County
32722,ETBMuVUcbH6,10308,Kahawa Wendani Hospital,5,w3MNsmpJJHX,Kahawa Wendani Ward,TPRNJqSm4lK,Ruiru Sub County,qKzosKQPl6G,Kiambu County
32788,kwqK4ewzimb,16751,New Hope Medical Clinic,5,dnLaU3RrCnp,Mwihoko Ward,TPRNJqSm4lK,Ruiru Sub County,qKzosKQPl6G,Kiambu County
32847,t7WClJf9O1y,11097,Thika Nursing Home,5,x1SnGzy9rZL,Township Ward,YZAZ1a9MIvX,Thika Town Sub County,qKzosKQPl6G,Kiambu County
51414,F7l9HXY2HWw,12273,Kiamuchii Dispensary,5,mr7zhcDiR5h,Mugwe Ward,JmE1qRVQD4F,Chuka Sub County,T4urHM47nlm,Tharaka Nithi County
51416,TpILSUucrQK,12277,Kiangondu Dispensary,5,UQd8QPTpVD0,Karingani Ward,JmE1qRVQD4F,Chuka Sub County,T4urHM47nlm,Tharaka Nithi County
51417,K2ONWpvXjM9,12288,Kibugua Health Centre,5,vGpXQ5hFNmS,Magumoni Ward,JmE1qRVQD4F,Chuka Sub County,T4urHM47nlm,Tharaka Nithi County
32738,nalRl0V0XHF,10437,Kakuzi Limited Dispensary,5,v5Uz1hZEGu3,Kakuzi/Mitubiri Ward,ETGSIeGBsqt,Ithanga Sub County,ahwTMNAJvrL,Muranga County
51431,igRDScs4ct8,16738,Gakurungu Dispensary,5,rZ0Io1sU38M,Chiakagira Ward,Yz1V5Cx8CO2,Tharaka South Sub County,T4urHM47nlm,Tharaka Nithi County
51432,cmay4WXRmhA,12034,Gatunga Health Centre,5,IcAegRcGuV6,Marimanti Ward,Yz1V5Cx8CO2,Tharaka South Sub County,T4urHM47nlm,Tharaka Nithi County
51433,z0JxYCSXniQ,12113,Josan Medical Clinic,5,IcAegRcGuV6,Marimanti Ward,Yz1V5Cx8CO2,Tharaka South Sub County,T4urHM47nlm,Tharaka Nithi County
51438,s04uETfendI,12161,Kamanyaki Health centre,5,rZ0Io1sU38M,Chiakagira Ward,Yz1V5Cx8CO2,Tharaka South Sub County,T4urHM47nlm,Tharaka Nithi County
51440,eU5yfWYenMm,12188,Kanyuru Dispensary,5,IcAegRcGuV6,Marimanti Ward,Yz1V5Cx8CO2,Tharaka South Sub County,T4urHM47nlm,Tharaka Nithi County
51453,eDZupn6owH8,12813,Tunyai Health centre,5,rZ0Io1sU38M,Chiakagira Ward,Yz1V5Cx8CO2,Tharaka South Sub County,T4urHM47nlm,Tharaka Nithi County
51624,MeoOKAPrpWZ,17458,Njemuka Medical Clinic,5,B7Ek2TSSkr9,Ndumberi Ward,SBz4c48i24Y,Kiambu Town Sub County,qKzosKQPl6G,Kiambu County
51627,rJTwd3Mqqla,17446,Hope Medical Clinic,5,lRFhjTLImNu,Ndeiya Ward,xhVi71INcFs,Limuru Sub County,qKzosKQPl6G,Kiambu County
51629,gmyTHlTeIFC,17489,Kenwa Kiandutu,5,x1SnGzy9rZL,Township Ward,YZAZ1a9MIvX,Thika Town Sub County,qKzosKQPl6G,Kiambu County
51630,mBupWxafNCT,17484,Mariestopes,5,x1SnGzy9rZL,Township Ward,YZAZ1a9MIvX,Thika Town Sub County,qKzosKQPl6G,Kiambu County
51631,GmnUAmcCmsV,17490,Nazareth Hospital (Ruiru),5,uQXYQokmIzX,Biashara Ward,TPRNJqSm4lK,Ruiru Sub County,qKzosKQPl6G,Kiambu County
51430,eKeevmjKeuN,12024,Gaciongo Dispensary,5,l4FVdIFWQov,Mukothima Ward,ZNXf7qiVh3t,Tharaka North Sub County,T4urHM47nlm,Tharaka Nithi County
51452,XpgCObK6h8l,12793,Thanantu Faith Clinic Dispensary,5,l4FVdIFWQov,Mukothima Ward,ZNXf7qiVh3t,Tharaka North Sub County,T4urHM47nlm,Tharaka Nithi County
51441,qyr1wPgjhau,16237,Karuguaru Dispensary,5,Z8xEFHWnQB4,Gatunga Ward,ZNXf7qiVh3t,Tharaka North Sub County,T4urHM47nlm,Tharaka Nithi County
51439,oii4V7vuPXN,12170,Kamwathu Dispensary,5,Z8xEFHWnQB4,Gatunga Ward,ZNXf7qiVh3t,Tharaka North Sub County,T4urHM47nlm,Tharaka Nithi County
51443,WCjUg04KkUY,23887,Kibung'a Sub County Hospital,5,IcAegRcGuV6,Marimanti Ward,Yz1V5Cx8CO2,Tharaka South Sub County,T4urHM47nlm,Tharaka Nithi County
51427,D7a1CHCV79X,12758,St Lucy's Hospital,5,UQd8QPTpVD0,Karingani Ward,JmE1qRVQD4F,Chuka Sub County,T4urHM47nlm,Tharaka Nithi County
51428,xfDjPz8Q5Q1,12845,Weru Dispensary (Mariani),5,Dcu26yytcIH,Mariani Ward,yXwsnpFBIPW,Igambangombe Sub County,T4urHM47nlm,Tharaka Nithi County
51633,PiaLSCX4gA5,17577,Afya Bora Clinic,5,Fx3891QAEv0,Thiba Ward,f6EOn3xI9YH,Kirinyaga North/Mwea West Sub County,Ulj33KBau7V,Kirinyaga County
33351,vUatEiL3txf,14321,Chemolingot Sub County Hospital,5,XLsFzNATUQ2,Ribkwo Ward,Mk4bMOSMRTB,Tiaty West Sub County,vvOK1BxTbet,Baringo County
33945,qtG0bLpXIP9,10006,Afya Medical Clinic (Kirinyaga),5,qrCcjRw4mdw,Tebere Ward,jHmpQUlnkQk,Kirinyaga South Sub County,Ulj33KBau7V,Kirinyaga County
51635,gXnMqemOgHh,18832,Karatina Maternity and Nursing Home,5,pToDCseGSVa,Kerugoya Ward,JKNaaTjVapG,Kirinyaga Central Sub County,Ulj33KBau7V,Kirinyaga County
51637,MaV1xgWIiON,17452,Mukinduri Chemists,5,WtvrxP6Ra8K,Kanyekini Ward,JKNaaTjVapG,Kirinyaga Central Sub County,Ulj33KBau7V,Kirinyaga County
51638,A7ghxAwH8RS,17580,Huruma Medical Clinic,5,ELXBhFCPcHC,Township Ward,VDlzh6w4LKv,Kiharu Sub County,ahwTMNAJvrL,Muranga County
51645,d3wrw2GoCmx,17659,Gitathi Dispensary,5,JqeBiHQ9lNI,Nginda Ward,l46g2PZUjoh,Muranga South Sub County,ahwTMNAJvrL,Muranga County
51650,vPzG8Lfh5qK,17495,Amani Medical Clinic Murungaru,5,ZvHXuhKoAuI,Murungaru Ward,RAnL5kBKMIt,Kinangop Sub County,mYZacFNIB3h,Nyandarua County
51674,e5yQM16a3nc,17562,Care Medical Clinic (Munyaka),5,vH5k45ZRgZG,Gathara Ward,RAnL5kBKMIt,Kinangop Sub County,mYZacFNIB3h,Nyandarua County
51675,uX8B1AZHLhV,,Ebenezer Medical Clinic,5,ZvHXuhKoAuI,Murungaru Ward,RAnL5kBKMIt,Kinangop Sub County,mYZacFNIB3h,Nyandarua County
87067650,yud7FVyEzyy,28584,Lunguma Dispensary,5,HLbG24kuSHF,Tsimba Golini Ward,wUNEDOnx9uB,Matuga Sub County,N7YETT3A9r1,Kwale County
51677,yjdx3bVwjJP,11932,Approved School Dispensary (Machakos),5,CJ0xDJy3ZZI,Muvuti/Kiima-kimwe Ward,KXc4ez8OAFz,Machakos Sub County,yhCUgGcCcOo,Machakos County
