hierarchylevel,community_unit_uid,community_code,community_unit,link_facility_name,link_facility_uid,link_facility_code,ward,ward_code,subcounty,subcounty_code,county,county_code,country
6,sifWMtgvgJk,709280,Seronga Community Unit,Gwitembe Health Centre,fb6IuqPC7fr,13597,Ntimaru West Ward,KE_Ward_1297,Kuria East Sub County,KE_SubCounty_3119,Migori County,KE_County_44,Kenya
6,UWdxeOKuBK4,709290,Komotobo Community Unit,Komotobo Mission Health Centre,x9Jr09a3JDh,13717,Nyabasi West Ward,KE_Ward_1300,Kuria East Sub County,KE_SubCounty_3119,Migori County,KE_County_44,Kenya
6,wwsra0kfG0I,700093,Getongoroma Community Health Unit,Getongoroma Health Centre,tRNaL67wHjf,13570,Nyabasi East Ward,KE_Ward_1299,Kuria East Sub County,KE_SubCounty_3119,Migori County,KE_County_44,Kenya
6,GzAMYMFLYdi,,Makonge community unit,Siabai Makonge Dispensary,v3wsEYGayWb,14079,Ntimaru East Ward,KE_Ward_1298,Kuria East Sub County,KE_SubCounty_3119,Migori County,KE_County_44,Kenya
6,h11fd0XbKbM,600141,Kegonga Community Health Unit,Kegonga Sub County Hospital,NoZjHcIDHGW,13663,Nyabasi East Ward,KE_Ward_1299,Kuria East Sub County,KE_SubCounty_3119,Migori County,KE_County_44,Kenya
6,zHSxo73eBc3,700108,Nyametembe Community Health Unit,Nyametembe Dispensary,ajSVagBWzKi,13910,Ntimaru West Ward,KE_Ward_1297,Kuria East Sub County,KE_SubCounty_3119,Migori County,KE_County_44,Kenya
6,Pq1tezkCVZN,703143,"Kehancha ""B"" Community Health Unit",Kehancha Sub County Hospital,dwu3NQizNkT,13726,Bukira East Ward,KE_Ward_1289,Kuria West Sub County,KE_SubCounty_3120,Migori County,KE_County_44,Kenya
6,ZL1RYNQjqOu,709254,Nyamagongwe Community Health  Unit,Nyamagongwe Dispensary,olKlfDfxZGm,22987,Tagare Ward,KE_Ward_1294,Kuria West Sub County,KE_SubCounty_3120,Migori County,KE_County_44,Kenya
6,QQ7KZ6smyPD,600150,Igena Community Health Unit,Kehancha Sub County Hospital,dwu3NQizNkT,13726,Bukira East Ward,KE_Ward_1289,Kuria West Sub County,KE_SubCounty_3120,Migori County,KE_County_44,Kenya
6,rOVkZOErmaL,700027,Taranganya Community Health Unit,Taranganya Dispensary,nnQCgclxCj6,14144,Bukira East Ward,KE_Ward_1289,Kuria West Sub County,KE_SubCounty_3120,Migori County,KE_County_44,Kenya
6,OMPKZASxMCQ,602284,Ikerege Community Health Unit,Nyabokarange Dispensary,hHb5SzuuyHK,13862,Bukira Central/Ikerege Ward,KE_Ward_1290,Kuria West Sub County,KE_SubCounty_3120,Migori County,KE_County_44,Kenya
6,WqB2iySbc2F,703148,Kiomakebe Community Health Unit,Nyabokarange Dispensary,hHb5SzuuyHK,13862,Bukira Central/Ikerege Ward,KE_Ward_1290,Kuria West Sub County,KE_SubCounty_3120,Migori County,KE_County_44,Kenya
6,RwgcrHUFZnS,700023,Kohego Community Health Unit,Nyasese Dispensary,JsvfJlCCwqJ,13941,Mokerero Ward,KE_Ward_1292,Kuria West Sub County,KE_SubCounty_3120,Migori County,KE_County_44,Kenya
6,OMdAjL91njI,700026,Komomange Community Health Unit,Komomange Dispensary,IzN5bIUYzYC,13715,Bukira Central/Ikerege Ward,KE_Ward_1290,Kuria West Sub County,KE_SubCounty_3120,Migori County,KE_County_44,Kenya
6,HRNuwLFXTgs,703145,Motemorabu Community Health Unit,Motemorabu Dispensary,IH4gWpzva9S,13824,Nyanmosense/Komosoko Ward,KE_Ward_1295,Kuria West Sub County,KE_SubCounty_3120,Migori County,KE_County_44,Kenya
6,DYiNshaw4Tp,600151,Nyabikaye Community Health Unit,Isibania Sub-District Hospital,gFC5kCFDDqG,13625,Isibania Ward,KE_Ward_1291,Kuria West Sub County,KE_SubCounty_3120,Migori County,KE_County_44,Kenya
6,jkIWQe9qUx9,703144,Moseta Community Health Unit,Ngisiru Dispensary,EZfZFVztjgt,13851,Tagare Ward,KE_Ward_1294,Kuria West Sub County,KE_SubCounty_3120,Migori County,KE_County_44,Kenya
6,xlQefR8ESz9,703139,Nyamagagana Community Health Unit,Kohanga Dispensary,bh3DHfmuWO6,21102,Masaba Ward,KE_Ward_1293,Kuria West Sub County,KE_SubCounty_3120,Migori County,KE_County_44,Kenya
6,ljkqRNni7pR,700031,Komosoko Community Health Unit,Komosoko Dispensary,gX7mPV9tfav,13716,Nyanmosense/Komosoko Ward,KE_Ward_1295,Kuria West Sub County,KE_SubCounty_3120,Migori County,KE_County_44,Kenya
6,lSB12uKaJIA,703147,Nyanchabo Community Health Unit,Nyamekongoroto Health Centre,fzoNOK6Nrqc,13907,Masaba Ward,KE_Ward_1293,Kuria West Sub County,KE_SubCounty_3120,Migori County,KE_County_44,Kenya
6,Pgs2GheWFIQ,703149,Iraha Community Health Unit,Iraha Dispensary,cdSguOsrorH,13619,Nyanmosense/Komosoko Ward,KE_Ward_1295,Kuria West Sub County,KE_SubCounty_3120,Migori County,KE_County_44,Kenya
6,U8uf502m1RV,703153,Nyang'ti Community Health Unit,Nyametaburo Health Centre,Sv7XZqXiyCP,13909,Mokerero Ward,KE_Ward_1292,Kuria West Sub County,KE_SubCounty_3120,Migori County,KE_County_44,Kenya
6,MGtw5baPc5O,703141,Getong'anya Community Health Unit,Nyamekongoroto Health Centre,fzoNOK6Nrqc,13907,Masaba Ward,KE_Ward_1293,Kuria West Sub County,KE_SubCounty_3120,Migori County,KE_County_44,Kenya
6,CxWmOgEGQd1,709259,Shirikisho Community Health Unit,Isibania Sub-District Hospital,gFC5kCFDDqG,13625,Isibania Ward,KE_Ward_1291,Kuria West Sub County,KE_SubCounty_3120,Migori County,KE_County_44,Kenya
6,H6rbCYudoPo,709249,Nyamekoma Community Unit,Nyamekoma Dispensary,ROh2RoMORm0,22984,Tagare Ward,KE_Ward_1294,Kuria West Sub County,KE_SubCounty_3120,Migori County,KE_County_44,Kenya
6,s9KWBVGdr9X,703150,Nyamaharaga Community Health Unit,Isibania Sub-District Hospital,gFC5kCFDDqG,13625,Isibania Ward,KE_Ward_1291,Kuria West Sub County,KE_SubCounty_3120,Migori County,KE_County_44,Kenya
6,rbS4mLG2CH4,709261,Kihutwa Community Health Unit,Isibania Sub-District Hospital,gFC5kCFDDqG,13625,Isibania Ward,KE_Ward_1291,Kuria West Sub County,KE_SubCounty_3120,Migori County,KE_County_44,Kenya
6,IKrDEfLfpz5,602196,Moheto Community Health Unit,Iraha Dispensary,cdSguOsrorH,13619,Nyanmosense/Komosoko Ward,KE_Ward_1295,Kuria West Sub County,KE_SubCounty_3120,Migori County,KE_County_44,Kenya
6,t9GK0XUIIym,700025,Sagegi Community Health Unit,Kombe Dispensary,KpXqE32Rm1d,13713,Masaba Ward,KE_Ward_1293,Kuria West Sub County,KE_SubCounty_3120,Migori County,KE_County_44,Kenya
6,W2RXxKt97CW,709263,Nyamwini Community Health Unit,Isibania Sub-District Hospital,gFC5kCFDDqG,13625,Isibania Ward,KE_Ward_1291,Kuria West Sub County,KE_SubCounty_3120,Migori County,KE_County_44,Kenya
6,kMto4FRBVZO,703142,"Kehancha ""A"" Community Health Unit",Kehancha Sub County Hospital,dwu3NQizNkT,13726,Bukira East Ward,KE_Ward_1289,Kuria West Sub County,KE_SubCounty_3120,Migori County,KE_County_44,Kenya
6,QnDd9w30XNa,703152,Isibania Community Health Unit,Isibania Mission Health Centre,wKoJ3NCXobv,13624,Nyanmosense/Komosoko Ward,KE_Ward_1295,Kuria West Sub County,KE_SubCounty_3120,Migori County,KE_County_44,Kenya
6,eVfWz9iE4or,709262,Nyayo Community Health Unit,Isibania Sub-District Hospital,gFC5kCFDDqG,13625,Isibania Ward,KE_Ward_1291,Kuria West Sub County,KE_SubCounty_3120,Migori County,KE_County_44,Kenya
6,R4zdTtyxv7c,703146,Muchebe Community Health Unit,Muchebe Dispensary,TzHwSMZNntq,13830,Tagare Ward,KE_Ward_1294,Kuria West Sub County,KE_SubCounty_3120,Migori County,KE_County_44,Kenya
6,hKJirGhmLS0,700022,Getongoroma Community Health Unit,Getongoroma Dispensary,BSIVRetkq9o,13569,Nyanmosense/Komosoko Ward,KE_Ward_1295,Kuria West Sub County,KE_SubCounty_3120,Migori County,KE_County_44,Kenya
6,MHWf1JRJZ1o,600152,Nyametaburo Community Health Unit,Nyametaburo Health Centre,Sv7XZqXiyCP,13909,Mokerero Ward,KE_Ward_1292,Kuria West Sub County,KE_SubCounty_3120,Migori County,KE_County_44,Kenya
6,EViDTsdtNOE,,Mogori - Komasimo Community Unit,Mogori-Komasimo Health Centre,sDgMJ46sG5P,16721,Masaba Ward,KE_Ward_1293,Kuria West Sub County,KE_SubCounty_3120,Migori County,KE_County_44,Kenya
6,iyuaO9wpos8,703140,Masaba Community Health Unit,Masaba Health Centre,KJrHBLlkXkW,13779,Masaba Ward,KE_Ward_1293,Kuria West Sub County,KE_SubCounty_3120,Migori County,KE_County_44,Kenya
6,A0aKw3sD1qf,602213,Kiritinyange Community Health Unit,Mogori-Komasimo Health Centre,sDgMJ46sG5P,16721,Masaba Ward,KE_Ward_1293,Kuria West Sub County,KE_SubCounty_3120,Migori County,KE_County_44,Kenya
6,ANA5t4uA22l,709250,Nyamekoma Community Health Unit,Nyamekoma Dispensary,ROh2RoMORm0,22984,Tagare Ward,KE_Ward_1294,Kuria West Sub County,KE_SubCounty_3120,Migori County,KE_County_44,Kenya
6,yDPh5X5aSTv,700028,Gwikonge Community Health Unit,Robarisia Dispensary,MGQzwnqpIgG,21424,Bukira Central/Ikerege Ward,KE_Ward_1290,Kuria West Sub County,KE_SubCounty_3120,Migori County,KE_County_44,Kenya
6,NZeOPXmKjii,700024,Kombe Community Health Unit,Kombe Dispensary,KpXqE32Rm1d,13713,Masaba Ward,KE_Ward_1293,Kuria West Sub County,KE_SubCounty_3120,Migori County,KE_County_44,Kenya
6,yD7caahdgwj,602208,Bugumbe Community Health Unit,Bugumbe Health Centre,OQUMus9IsA1,13517,Tagare Ward,KE_Ward_1294,Kuria West Sub County,KE_SubCounty_3120,Migori County,KE_County_44,Kenya
6,dx4De6N6Y5o,700029,Nyankore Community Health Unit,Nyankore Health Center,d8ZP2QJXQRn,21101,Tagare Ward,KE_Ward_1294,Kuria West Sub County,KE_SubCounty_3120,Migori County,KE_County_44,Kenya
6,TPC0U6E7Zcj,602172,Nyangoge Community Health Unit,Nyangoge Health Centre,kmEXAwkvnDQ,13927,Tagare Ward,KE_Ward_1294,Kuria West Sub County,KE_SubCounty_3120,Migori County,KE_County_44,Kenya
6,OmNWRzBpccV,703151,Nyases Community Health Unit,Nyasese Dispensary,JsvfJlCCwqJ,13941,Mokerero Ward,KE_Ward_1292,Kuria West Sub County,KE_SubCounty_3120,Migori County,KE_County_44,Kenya
6,xmxX4kQiD5C,712455,GARSESALA COMMUNITY UNIT,KOTULO SUB-COUNTY REFERRAL HOSPITAL,PcqBHxKIN7h,13388,Kutulo Ward,KE_Ward_207,Kutulo Sub County,KE_SubCounty_3258,Mandera County,KE_County_9,Kenya
6,akI2fV5e6xA,712456,WAQBARI COMMUNITY UNIT,KOTULO SUB-COUNTY REFERRAL HOSPITAL,PcqBHxKIN7h,13388,Kutulo Ward,KE_Ward_207,Kutulo Sub County,KE_SubCounty_3258,Mandera County,KE_County_9,Kenya
6,DYkB6H2rGeh,712794,ELRAM COMMUNITY UNIT,El-Ram Dispensary,cYtoTH4TJYL,17230,Kutulo Ward,KE_Ward_207,Kutulo Sub County,KE_SubCounty_3258,Mandera County,KE_County_9,Kenya
6,KgbuE9R85EH,712465,NYATALIO COMMUNITY UNIT,Harwale Dispensary,YNirRXqtl9U,28409,Kutulo Ward,KE_Ward_207,Kutulo Sub County,KE_SubCounty_3258,Mandera County,KE_County_9,Kenya
6,xKq6NGO9ysT,712464,LAFEY COMMUNITY UNIT,KOTULO SUB-COUNTY REFERRAL HOSPITAL,PcqBHxKIN7h,13388,Kutulo Ward,KE_Ward_207,Kutulo Sub County,KE_SubCounty_3258,Mandera County,KE_County_9,Kenya
6,b0E3OT3QO1w,712471,HARWALE COMMUNITY UNIT,Harwale Dispensary,YNirRXqtl9U,28409,Kutulo Ward,KE_Ward_207,Kutulo Sub County,KE_SubCounty_3258,Mandera County,KE_County_9,Kenya
6,OfYy2lUbiu4,712466,TOWNSHIP COMMUNITY UNIT,KOTULO SUB-COUNTY REFERRAL HOSPITAL,PcqBHxKIN7h,13388,Kutulo Ward,KE_Ward_207,Kutulo Sub County,KE_SubCounty_3258,Mandera County,KE_County_9,Kenya
6,ceEupK2xkBn,712462,UWANJA COMMUNITY UNIT,KOTULO SUB-COUNTY REFERRAL HOSPITAL,PcqBHxKIN7h,13388,Kutulo Ward,KE_Ward_207,Kutulo Sub County,KE_SubCounty_3258,Mandera County,KE_County_9,Kenya
6,LNveB7q4KWj,712458,BULA GODE,KOTULO SUB-COUNTY REFERRAL HOSPITAL,PcqBHxKIN7h,13388,Kutulo Ward,KE_Ward_207,Kutulo Sub County,KE_SubCounty_3258,Mandera County,KE_County_9,Kenya
6,ewxMUm4fQnz,712469,BOJI COMMUNITY UNIT,Bojigarse Dispensary,VTyN6gSOd5p,28383,Kutulo Ward,KE_Ward_207,Kutulo Sub County,KE_SubCounty_3258,Mandera County,KE_County_9,Kenya
6,COmmqyZ3Aq7,712460,BULA CENTRAL COMMUNITY UNIT,KOTULO SUB-COUNTY REFERRAL HOSPITAL,PcqBHxKIN7h,13388,Kutulo Ward,KE_Ward_207,Kutulo Sub County,KE_SubCounty_3258,Mandera County,KE_County_9,Kenya
6,oajZiRzpY4T,712461,BULA WEST COMMUNITY UNIT,KOTULO SUB-COUNTY REFERRAL HOSPITAL,PcqBHxKIN7h,13388,Kutulo Ward,KE_Ward_207,Kutulo Sub County,KE_SubCounty_3258,Mandera County,KE_County_9,Kenya
6,VAwO80y3OVx,701028,Kotulo Community Health Unit,KOTULO SUB-COUNTY REFERRAL HOSPITAL,PcqBHxKIN7h,13388,Kutulo Ward,KE_Ward_207,Kutulo Sub County,KE_SubCounty_3258,Mandera County,KE_County_9,Kenya
6,mdPueBfGTOp,712470,FALAMA COMMUNITY UNIT,Elwak Zone Medical Cntre,OXJOVDf156w,26778,Kutulo Ward,KE_Ward_207,Kutulo Sub County,KE_SubCounty_3258,Mandera County,KE_County_9,Kenya
6,q9JFBFToRY9,712463,QASABDEGE COMMUNITY UNIT,KOTULO SUB-COUNTY REFERRAL HOSPITAL,PcqBHxKIN7h,13388,Kutulo Ward,KE_Ward_207,Kutulo Sub County,KE_SubCounty_3258,Mandera County,KE_County_9,Kenya
6,cMkRCR3OL3V,712468,BOJI COMMUNITY UNIT,Bojigarse Dispensary,VTyN6gSOd5p,28383,Kutulo Ward,KE_Ward_207,Kutulo Sub County,KE_SubCounty_3258,Mandera County,KE_County_9,Kenya
6,RvXKcOjQtkj,712457,KOSI COMMUNITY UNIT,KOTULO SUB-COUNTY REFERRAL HOSPITAL,PcqBHxKIN7h,13388,Kutulo Ward,KE_Ward_207,Kutulo Sub County,KE_SubCounty_3258,Mandera County,KE_County_9,Kenya
6,DoQDmPaDBex,712459,BULA WASO,KOTULO SUB-COUNTY REFERRAL HOSPITAL,PcqBHxKIN7h,13388,Kutulo Ward,KE_Ward_207,Kutulo Sub County,KE_SubCounty_3258,Mandera County,KE_County_9,Kenya
6,fOIAcMDcAXv,712451,DABACITY COMMUNITY UNIT,Garsesala Dispensary,tNpT77xOcjl,16444,Kutulo Ward,KE_Ward_207,Kutulo Sub County,KE_SubCounty_3258,Mandera County,KE_County_9,Kenya
6,Q0dZj8mTAFa,712467,BOREHOLE 11 COMMUNITY UNIT,KOTULO SUB-COUNTY REFERRAL HOSPITAL,PcqBHxKIN7h,13388,Kutulo Ward,KE_Ward_207,Kutulo Sub County,KE_SubCounty_3258,Mandera County,KE_County_9,Kenya
6,fuMlL2T6sJk,704980,lessos community unit A,Bidii Health Centre,vUIa955kXzn,18532,Bidii Ward,KE_Ward_679,Kwanza Sub County,KE_SubCounty_3219,Trans Nzoia County,KE_County_26,Kenya
6,F40Qo2v8cnc,600948,Namanjalala Ii Community Health Unit,Namanjalala Dispensary,Bq8H9szTsYf,17994,Kapomboi Ward,KE_Ward_676,Kwanza Sub County,KE_SubCounty_3219,Trans Nzoia County,KE_County_26,Kenya
6,nK3NH4kjZPI,,Catholic Diocese of Kitale Kwanza Health Centre,Kwanza Sub County Hospital,kbdzFwfqYb8,15003,Kwanza Ward,KE_Ward_677,Kwanza Sub County,KE_SubCounty_3219,Trans Nzoia County,KE_County_26,Kenya
6,B2pBNWBZYgr,704990,Namanjalala community health unit 3,Namanjalala Dispensary,Bq8H9szTsYf,17994,Kapomboi Ward,KE_Ward_676,Kwanza Sub County,KE_SubCounty_3219,Trans Nzoia County,KE_County_26,Kenya
6,CtuueoJhCoB,,Jitegemee Community Unit,Goseta Dispensary,ECx3kHWPkD0,14532,Kwanza Ward,KE_Ward_677,Kwanza Sub County,KE_SubCounty_3219,Trans Nzoia County,KE_County_26,Kenya
6,VSW0e2hJGz9,600943,Liyavo Community Health Unit,Kapsitwet Dispensary,T4xwbinQdKG,14762,Kapomboi Ward,KE_Ward_676,Kwanza Sub County,KE_SubCounty_3219,Trans Nzoia County,KE_County_26,Kenya
6,Lhh7lxIJqQq,704972,kimaran community unit,Goseta Dispensary,ECx3kHWPkD0,14532,Kwanza Ward,KE_Ward_677,Kwanza Sub County,KE_SubCounty_3219,Trans Nzoia County,KE_County_26,Kenya
6,jQKoM8GPNRc,710770,Soymining community health unit,Soymining Dispensary,IbvjcV6yaw7,22548,Kapomboi Ward,KE_Ward_676,Kwanza Sub County,KE_SubCounty_3219,Trans Nzoia County,KE_County_26,Kenya
6,CslopnPlqlF,,Keiyo Community Health Unit,Keiyo Dispensary,arsnCibtzLl,19752,Keiyo Ward,KE_Ward_678,Kwanza Sub County,KE_SubCounty_3219,Trans Nzoia County,KE_County_26,Kenya
6,pB1Wxeg2SnR,600933,Kapkoi Community Health Unit,Kapkoi Health Centre (Kwanza),O7dzFmz0Df7,14720,Keiyo Ward,KE_Ward_678,Kwanza Sub County,KE_SubCounty_3219,Trans Nzoia County,KE_County_26,Kenya
6,hwvgHD4WihR,,Koboss Home Based Care AIDS Programme,Kobos Health Centre,eOljZ3zFCf9,14958,Kapomboi Ward,KE_Ward_676,Kwanza Sub County,KE_SubCounty_3219,Trans Nzoia County,KE_County_26,Kenya
6,cISYcrT8EKK,704960,kwanza community unit,Kwanza Sub County Hospital,kbdzFwfqYb8,15003,Kwanza Ward,KE_Ward_677,Kwanza Sub County,KE_SubCounty_3219,Trans Nzoia County,KE_County_26,Kenya
6,ntGhQEomXVw,704967,SARURA community health unit,Bwayi Dispensary,MtbnFaSdyBA,19756,Kwanza Ward,KE_Ward_677,Kwanza Sub County,KE_SubCounty_3219,Trans Nzoia County,KE_County_26,Kenya
6,d5aSBl4g95v,704968,kaisagat health centre community unit B,Kaisagat Health Centre,sc8JYN2izf0,14646,Kwanza Ward,KE_Ward_677,Kwanza Sub County,KE_SubCounty_3219,Trans Nzoia County,KE_County_26,Kenya
6,CgFuLqlUuYq,704950,keiyo community units,Keiyo Dispensary,arsnCibtzLl,19752,Keiyo Ward,KE_Ward_678,Kwanza Sub County,KE_SubCounty_3219,Trans Nzoia County,KE_County_26,Kenya
6,O5qrIELQLRV,711972,Makunga Community Unit,Bidii Health Centre,vUIa955kXzn,18532,Bidii Ward,KE_Ward_679,Kwanza Sub County,KE_SubCounty_3219,Trans Nzoia County,KE_County_26,Kenya
6,hxTUvjPhCC9,704949,kolongolo community health unit A,Kolongolo Mission Dispensary,lUJfdy0aj75,25007,Keiyo Ward,KE_Ward_678,Kwanza Sub County,KE_SubCounty_3219,Trans Nzoia County,KE_County_26,Kenya
6,uoSrrQJJvpf,710769,Gidea community health unit,Maridadi Dispensary,uaqcLhhRVvt,15131,Kwanza Ward,KE_Ward_677,Kwanza Sub County,KE_SubCounty_3219,Trans Nzoia County,KE_County_26,Kenya
6,ss29y9MHPKL,704970,kaisagat health centre community unit A,Kaisagat Health Centre,sc8JYN2izf0,14646,Kwanza Ward,KE_Ward_677,Kwanza Sub County,KE_SubCounty_3219,Trans Nzoia County,KE_County_26,Kenya
6,ajFdSzJYD1X,,Kwanza Community Health Unit,Kwanza Sub County Hospital,kbdzFwfqYb8,15003,Kwanza Ward,KE_Ward_677,Kwanza Sub County,KE_SubCounty_3219,Trans Nzoia County,KE_County_26,Kenya
6,rWumXXfGdT8,704947,Kapkoi community unit A,Kapkoi Health Centre (Kwanza),O7dzFmz0Df7,14720,Keiyo Ward,KE_Ward_678,Kwanza Sub County,KE_SubCounty_3219,Trans Nzoia County,KE_County_26,Kenya
6,SSwjMUzZkus,704989,Namanjalala community health unit 4,Namanjalala Dispensary,Bq8H9szTsYf,17994,Kapomboi Ward,KE_Ward_676,Kwanza Sub County,KE_SubCounty_3219,Trans Nzoia County,KE_County_26,Kenya
6,NVv0aycXu88,602303,Sarura Community Health Unit,Goseta Dispensary,ECx3kHWPkD0,14532,Kwanza Ward,KE_Ward_677,Kwanza Sub County,KE_SubCounty_3219,Trans Nzoia County,KE_County_26,Kenya
6,oZWoWEcOsHH,600936,Karaus Community Unit,Kaisagat Health Centre,sc8JYN2izf0,14646,Kwanza Ward,KE_Ward_677,Kwanza Sub County,KE_SubCounty_3219,Trans Nzoia County,KE_County_26,Kenya
6,WuxlT6Fx7hk,,Sarura Community Health Unit,Bwayi Dispensary,MtbnFaSdyBA,19756,Kwanza Ward,KE_Ward_677,Kwanza Sub County,KE_SubCounty_3219,Trans Nzoia County,KE_County_26,Kenya
6,jD1jm4VOVIz,,Kapomboi Community Unit,Marinda Dispensary,QCJg5rSJRPh,22547,Kapomboi Ward,KE_Ward_676,Kwanza Sub County,KE_SubCounty_3219,Trans Nzoia County,KE_County_26,Kenya
6,BErbpTWP81X,704948,Kolongolo community unit B,Biketi Dispensary,jk4O2UhUcOy,22545,Keiyo Ward,KE_Ward_678,Kwanza Sub County,KE_SubCounty_3219,Trans Nzoia County,KE_County_26,Kenya
6,h2Eg0Jdj8Pl,,Mutua Community Unit,Muungano Dispensary,SSnPqtwRm3v,19751,Keiyo Ward,KE_Ward_678,Kwanza Sub County,KE_SubCounty_3219,Trans Nzoia County,KE_County_26,Kenya
6,FnmLiUTfTh1,,Namanjalala Iv Community Unit,Namanjalala Dispensary,Bq8H9szTsYf,17994,Kapomboi Ward,KE_Ward_676,Kwanza Sub County,KE_SubCounty_3219,Trans Nzoia County,KE_County_26,Kenya
6,vn9VFMugmxZ,704987,kapomboi community health unit,Marinda Dispensary,QCJg5rSJRPh,22547,Kapomboi Ward,KE_Ward_676,Kwanza Sub County,KE_SubCounty_3219,Trans Nzoia County,KE_County_26,Kenya
6,lK5XpOyvugc,704962,lunyu community health unit,Kwanza Sub County Hospital,kbdzFwfqYb8,15003,Kwanza Ward,KE_Ward_677,Kwanza Sub County,KE_SubCounty_3219,Trans Nzoia County,KE_County_26,Kenya
6,mz0V8GHvpKU,602856,Kapkoi B Community Health Unit,Kapkoi Health Centre (Kwanza),O7dzFmz0Df7,14720,Keiyo Ward,KE_Ward_678,Kwanza Sub County,KE_SubCounty_3219,Trans Nzoia County,KE_County_26,Kenya
6,GL97DhTEVQZ,,Daima Hcbc Community Unit,Kolongolo Mission Dispensary,lUJfdy0aj75,25007,Keiyo Ward,KE_Ward_678,Kwanza Sub County,KE_SubCounty_3219,Trans Nzoia County,KE_County_26,Kenya
6,r54W6bhRUng,704985,umoja community health unit,Kobos Health Centre,eOljZ3zFCf9,14958,Kapomboi Ward,KE_Ward_676,Kwanza Sub County,KE_SubCounty_3219,Trans Nzoia County,KE_County_26,Kenya
6,YPeCepcsFoI,,LUNYU COMMUNITY UNIT,Kwanza Sub County Hospital,kbdzFwfqYb8,15003,Kwanza Ward,KE_Ward_677,Kwanza Sub County,KE_SubCounty_3219,Trans Nzoia County,KE_County_26,Kenya
6,CmanlsffALp,602873,Namanjalala I Community Health Unit,Namanjalala Dispensary,Bq8H9szTsYf,17994,Kapomboi Ward,KE_Ward_676,Kwanza Sub County,KE_SubCounty_3219,Trans Nzoia County,KE_County_26,Kenya
6,SwB0vpTRjvG,,Kaisagat Community Unit,Kaisagat Health Centre,sc8JYN2izf0,14646,Kwanza Ward,KE_Ward_677,Kwanza Sub County,KE_SubCounty_3219,Trans Nzoia County,KE_County_26,Kenya
6,owW6aoPdSBn,,Kolongolo B Community Unit,Kolongolo Mission Dispensary,lUJfdy0aj75,25007,Keiyo Ward,KE_Ward_678,Kwanza Sub County,KE_SubCounty_3219,Trans Nzoia County,KE_County_26,Kenya
6,z9wLwki0zDS,704974,zea community unit,Kobos Health Centre,eOljZ3zFCf9,14958,Kapomboi Ward,KE_Ward_676,Kwanza Sub County,KE_SubCounty_3219,Trans Nzoia County,KE_County_26,Kenya
6,ADFlWpr4da7,704984,kapsitwet community unit,Kapsitwet Dispensary,T4xwbinQdKG,14762,Kapomboi Ward,KE_Ward_676,Kwanza Sub County,KE_SubCounty_3219,Trans Nzoia County,KE_County_26,Kenya
6,mdqQ5h3LtAU,600938,Kimaran Community Health Unit,Goseta Dispensary,ECx3kHWPkD0,14532,Kwanza Ward,KE_Ward_677,Kwanza Sub County,KE_SubCounty_3219,Trans Nzoia County,KE_County_26,Kenya
6,IpQIVYzuUnW,602877,Gidea Community Health Unit,Maridadi Dispensary,uaqcLhhRVvt,15131,Kwanza Ward,KE_Ward_677,Kwanza Sub County,KE_SubCounty_3219,Trans Nzoia County,KE_County_26,Kenya
6,ukxsGSHyqoE,,Namanjalala Iii Community Unit,Namanjalala Dispensary,Bq8H9szTsYf,17994,Kapomboi Ward,KE_Ward_676,Kwanza Sub County,KE_SubCounty_3219,Trans Nzoia County,KE_County_26,Kenya
6,UGfs5Uvghyy,,Kalizena Community Unit,Kapsitwet Dispensary,T4xwbinQdKG,14762,Kapomboi Ward,KE_Ward_676,Kwanza Sub County,KE_SubCounty_3219,Trans Nzoia County,KE_County_26,Kenya
6,D1ijaWUhKoM,,Kobos Sabwani Community Health Unit,Kobos Health Centre,eOljZ3zFCf9,14958,Kapomboi Ward,KE_Ward_676,Kwanza Sub County,KE_SubCounty_3219,Trans Nzoia County,KE_County_26,Kenya
6,jSy4Em1gvwh,710772,Misanga community health unit,Misanga Dispensary,MqTbpO3e1hW,24004,Kapomboi Ward,KE_Ward_676,Kwanza Sub County,KE_SubCounty_3219,Trans Nzoia County,KE_County_26,Kenya
6,qgaMt3WrWJv,704982,liyavo community health unit,Misanga Dispensary,MqTbpO3e1hW,24004,Kapomboi Ward,KE_Ward_676,Kwanza Sub County,KE_SubCounty_3219,Trans Nzoia County,KE_County_26,Kenya
6,cZCdYQzbiII,710771,Kapsitwet community health unit B,Kapsitwet Dispensary,T4xwbinQdKG,14762,Kapomboi Ward,KE_Ward_676,Kwanza Sub County,KE_SubCounty_3219,Trans Nzoia County,KE_County_26,Kenya
6,COvDAup2Ufl,,Catholic Diocese of Kitale Kolongolo,Kolongolo Mission Dispensary,lUJfdy0aj75,25007,Keiyo Ward,KE_Ward_678,Kwanza Sub County,KE_SubCounty_3219,Trans Nzoia County,KE_County_26,Kenya
6,g6hccKbypBE,,Kapomboi Community Unit,Kapkoi Health Centre (Kwanza),O7dzFmz0Df7,14720,Keiyo Ward,KE_Ward_678,Kwanza Sub County,KE_SubCounty_3219,Trans Nzoia County,KE_County_26,Kenya
6,cg2InyHHhwu,602875,Emoru Community Health Unit,Goseta Dispensary,ECx3kHWPkD0,14532,Kwanza Ward,KE_Ward_677,Kwanza Sub County,KE_SubCounty_3219,Trans Nzoia County,KE_County_26,Kenya
